품목코드,품목명,Pattern,period,value
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-04-01,1840.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-05-01,1240.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-06-01,2330.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-07-01,565.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-08-01,2285.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-09-01,996.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-10-01,2405.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-11-01,1410.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2015-12-01,2469.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-01-01,1250.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-02-01,942.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-03-01,5255.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-04-01,2268.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-05-01,1016.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-06-01,3244.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-07-01,3413.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-08-01,1440.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-09-01,4096.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-10-01,2577.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-11-01,2600.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2016-12-01,4407.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-01-01,1060.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-02-01,2250.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-03-01,1430.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-04-01,3524.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-05-01,1784.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-06-01,3154.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-07-01,2282.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-08-01,1578.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-09-01,1643.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-10-01,3031.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-11-01,2702.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2017-12-01,986.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-01-01,660.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-02-01,1195.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-03-01,5022.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-04-01,1527.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-05-01,1797.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-06-01,938.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-07-01,2431.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-08-01,1340.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-09-01,1940.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-10-01,1315.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-11-01,4130.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2018-12-01,1620.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-01-01,2348.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-02-01,1965.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-03-01,1810.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-04-01,1698.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-05-01,841.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-06-01,2075.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-07-01,1124.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-08-01,1454.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-09-01,2046.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-10-01,2356.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-11-01,2596.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2019-12-01,761.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-01-01,797.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-02-01,2006.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-03-01,2162.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-04-01,1581.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-05-01,1220.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-06-01,2128.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-07-01,1601.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-08-01,700.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-09-01,1310.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-10-01,3583.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-11-01,1286.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2020-12-01,2706.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-01-01,2283.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-02-01,2400.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-03-01,3034.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-04-01,3894.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-05-01,1646.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-06-01,2949.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-07-01,3710.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-08-01,2683.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-09-01,2093.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-10-01,1274.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-11-01,3446.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2021-12-01,200.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-01-01,1595.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-02-01,4048.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-03-01,4494.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-04-01,1804.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-05-01,2908.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-06-01,3420.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-07-01,3294.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-08-01,2665.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-09-01,1358.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-10-01,2260.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-11-01,2088.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2022-12-01,2424.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-01-01,2332.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-02-01,3137.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-03-01,2352.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-04-01,440.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-05-01,1605.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-06-01,800.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-07-01,1458.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-08-01,1650.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-09-01,1300.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-10-01,3802.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-11-01,1203.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2023-12-01,1182.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-01-01,2914.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-02-01,1760.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-03-01,1966.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-04-01,2580.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-05-01,2905.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-06-01,1225.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-07-01,1705.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-08-01,530.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-09-01,1810.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-10-01,2550.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-11-01,1610.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2024-12-01,2822.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-01-01,854.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-02-01,1300.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-03-01,550.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-04-01,1981.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-05-01,1100.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-06-01,2171.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-07-01,2030.0
EM4605230AXX,CARD RF/ID MINI 13.56MHz 몰딩,Smooth,2025-08-01,100.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-01-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-02-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-03-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-04-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-05-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-06-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-07-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-08-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-09-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-10-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-11-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2015-12-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-01-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-02-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-03-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-04-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-05-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-06-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-07-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-08-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-09-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-10-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-11-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2016-12-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-01-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-02-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-03-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-04-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-05-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-06-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-07-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-08-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-09-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-10-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-11-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2017-12-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-01-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-02-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-03-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-04-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-05-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-06-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-07-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-08-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-09-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-10-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-11-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2018-12-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-01-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-02-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-03-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-04-01,0.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-05-01,1342.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-06-01,2208.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-07-01,1166.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-08-01,3477.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-09-01,6360.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-10-01,3687.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-11-01,1692.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2019-12-01,4321.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-01-01,508.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-02-01,8314.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-03-01,5704.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-04-01,1550.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-05-01,3323.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-06-01,4023.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-07-01,3811.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-08-01,2210.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-09-01,1453.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-10-01,2680.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-11-01,5859.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2020-12-01,5351.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-01-01,1904.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-02-01,1920.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-03-01,4578.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-04-01,2374.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-05-01,1351.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-06-01,5009.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-07-01,3634.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-08-01,2547.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-09-01,2032.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-10-01,2662.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-11-01,1707.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2021-12-01,4274.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-01-01,2302.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-02-01,1791.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-03-01,3773.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-04-01,1956.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-05-01,4674.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-06-01,5128.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-07-01,1179.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-08-01,1907.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-09-01,1839.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-10-01,2809.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-11-01,4982.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2022-12-01,4621.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-01-01,4090.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-02-01,3369.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-03-01,4108.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-04-01,4570.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-05-01,3254.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-06-01,2398.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-07-01,5342.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-08-01,4663.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-09-01,4759.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-10-01,2250.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-11-01,4890.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2023-12-01,1039.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-01-01,3552.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-02-01,2539.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-03-01,3233.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-04-01,6911.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-05-01,2960.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-06-01,3918.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-07-01,5439.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-08-01,2384.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-09-01,4289.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-10-01,65.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-11-01,32.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2024-12-01,1496.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-01-01,467.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-02-01,1314.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-03-01,600.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-04-01,1950.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-05-01,295.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-06-01,2115.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-07-01,597.0
ETZ000024CXX,열선감지기 CPA-0212(N) 돔형 공사용,Intermittent,2025-08-01,49.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-01-01,1500.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-02-01,1550.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-03-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-04-01,500.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-05-01,600.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-06-01,1540.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-07-01,400.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-08-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-09-01,910.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-10-01,700.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-11-01,2050.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2015-12-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-01-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-02-01,2870.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-03-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-04-01,3120.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-05-01,1140.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-06-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-07-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-08-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-09-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-10-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-11-01,0.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2016-12-01,750.0
ETZ000208AXX,CARD RF/ID 13.56MHz 주문,Erratic,2017-01-01,880.0
